LL	Hydro
8689	hydrophobic
8690	hydrophobic
8693	hydrophobic
8694	hydrophilic
8697	hydrophobic
8698	hydrophilic
8701	hydrophobic
8702	hydrophobic
8703	hydrophobic
8704	hydrophobic
8710	hydrophobic
8712	hydrophobic
8717	hydrophobic
8718	hydrophobic
8720	hydrophobic
8721	hydrophobic
8723	hydrophobic
8724	hydrophobic
8727	hydrophobic
8728	hydrophobic
8733	hydrophilic
8735	hydrophobic
8736	hydrophobic
8738	hydrophobic
8739	hydrophobic
8741	hydrophobic
8743	hydrophobic
8744	hydrophilic
8745	hydrophobic
8747	hydrophobic
8749	hydrophobic
8754	hydrophobic
8760	hydrophilic
8761	hydrophobic
8764	hydrophobic
8771	hydrophobic
8774	hydrophobic
8775	hydrophobic
8776	hydrophobic
8780	hydrophobic
8781	hydrophobic
8784	hydrophobic
8785	hydrophobic
8789	hydrophobic
8790	hydrophilic
8792	hydrophobic
8793	hydrophobic
8794	hydrophobic
8796	hydrophobic
8798	hydrophobic
8800	hydrophobic
8802	hydrophobic
8803	hydrophobic
8804	hydrophobic
8805	hydrophobic
8807	hydrophobic
8808	hydrophobic
8809	hydrophobic
8811	hydrophilic
8813	hydrophobic
8814	hydrophobic
8815	hydrophobic
8817	hydrophobic
8819	hydrophobic
8821	hydrophobic
8822	hydrophobic
8823	hydrophobic
8824	hydrophobic
8826	hydrophobic
8832	hydrophobic
8833	hydrophobic
8834	hydrophobic
8836	hydrophobic
8838	hydrophobic
8840	hydrophobic
8846	hydrophobic
8850	hydrophobic
8851	hydrophobic
8852	hydrophobic
8853	hydrophobic
8854	hydrophobic
8856	hydrophobic
8859	hydrophobic
8869	hydrophobic
8870	hydrophobic
8871	hydrophobic
8874	hydrophobic
8875	hydrophobic
8875	hydrophobic
8876	hydrophobic
8879	hydrophobic
8880	hydrophobic
8881	hydrophobic
8883	hydrophobic
8884	hydrophilic
8895	hydrophobic
8896	hydrophobic
8900	hydrophobic
8904	hydrophobic
8906	hydrophobic
8907	hydrophobic
8908	hydrophobic
8909	hydrophobic
8910	hydrophobic
8925	hydrophobic
8926	hydrophobic
8928	hydrophobic
8929	hydrophobic
8930	hydrophobic
8932	hydrophobic
8933	hydrophobic
8935	hydrophobic
8936	hydrophobic
8941	hydrophobic
8942	hydrophobic
8945	hydrophobic
8971	hydrophobic
8972	hydrophobic
8976	hydrophobic
8989	hydrophobic
8992	hydrophilic
8997	hydrophobic
8999	hydrophobic
9001	hydrophobic
9002	hydrophilic
9016	hydrophilic
9020	hydrophobic
9021	hydrophobic
9022	hydrophobic
9024	hydrophobic
9027	hydrophilic
9031	hydrophobic
9032	hydrophilic
9034	hydrophilic
9040	hydrophobic
9044	hydrophobic
9046	hydrophobic
9048	hydrophobic
9048	hydrophobic
9048	hydrophobic
9048	hydrophobic
9049	hydrophobic
9052	hydrophilic
9053	hydrophobic
9054	hydrophobic
9060	hydrophobic
9061	hydrophobic
9064	hydrophobic
9068	hydrophobic
9077	hydrophobic
9079	hydrophobic
9082	hydrophilic
9083	hydrophobic
9084	hydrophobic
9085	hydrophobic
9091	hydrophilic
9094	hydrophobic
9094	hydrophobic
9095	hydrophobic
9098	hydrophobic
9100	hydrophobic
9107	hydrophobic
9110	hydrophobic
9111	hydrophobic
9112	hydrophobic
9113	hydrophobic
9114	hydrophobic
9117	hydrophilic
9130	hydrophobic
9131	hydrophobic
9132	hydrophobic
9133	hydrophobic
9134	hydrophobic
9134	hydrophobic
9134	hydrophobic
9138	hydrophobic
9139	hydrophobic
9141	hydrophobic
9144	hydrophilic
9145	hydrophilic
9158	hydrophobic
9162	hydrophobic
9166	hydrophobic
9168	hydrophobic
9170	hydrophilic
9172	hydrophobic
9175	hydrophobic
9179	hydrophobic
9180	hydrophobic
9181	hydrophobic
9183	hydrophobic
9184	hydrophobic
9188	hydrophobic
9189	hydrophobic
9191	hydrophobic
9196	hydrophobic
9197	hydrophilic
9204	hydrophobic
9212	hydrophobic
9215	hydrophobic
9219	hydrophobic
9220	hydrophobic
9220	hydrophobic
9223	hydrophobic
9227	hydrophilic
9228	hydrophobic
9245	hydrophobic
9246	hydrophobic
9253	hydrophobic
9255	hydrophobic
9258	hydrophobic
9261	hydrophobic
9265	hydrophobic
9266	hydrophobic
9266	hydrophobic
9267	hydrophobic
9267	hydrophobic
9270	hydrophobic
9282	hydrophobic
9294	hydrophilic
9295	hydrophobic
9296	hydrophobic
9308	hydrophobic
9310	hydrophobic
9311	hydrophobic
9313	hydrophobic
9318	hydrophobic
9320	hydrophobic
9321	hydrophobic
9322	hydrophobic
9324	hydrophobic
9326	hydrophobic
9331	hydrophobic
9334	hydrophobic
9340	hydrophilic
9341	hydrophobic
9342	hydrophobic
9352	hydrophobic
9362	hydrophobic
9365	hydrophobic
9368	hydrophobic
9369	hydrophobic
9370	hydrophobic
9372	hydrophobic
9372	hydrophobic
9372	hydrophobic
9377	hydrophobic
9378	hydrophobic
9379	hydrophobic
9380	hydrophobic
9381	hydrophobic
9388	hydrophobic
9389	hydrophilic
9390	hydrophilic
9394	hydrophobic
9397	hydrophobic
9404	hydrophobic
9407	hydrophobic
9409	hydrophobic
9409	hydrophobic
9413	hydrophobic
9415	hydrophobic
9420	hydrophobic
9421	hydrophobic
9422	hydrophobic
9423	hydrophobic
9424	hydrophilic
9425	hydrophobic
9426	hydrophobic
9427	hydrophobic
9429	hydrophilic
9435	hydrophobic
9441	hydrophobic
9442	hydrophobic
9446	hydrophobic
9447	hydrophobic
9448	hydrophobic
9459	hydrophobic
9462	hydrophobic
9466	hydrophobic
9472	hydrophobic
9475	hydrophobic
9476	hydrophilic
9481	hydrophobic
9487	hydrophilic
9491	hydrophobic
9493	hydrophobic
9495	hydrophobic
9500	hydrophobic
9508	hydrophobic
9509	hydrophobic
9513	hydrophobic
9514	hydrophobic
9517	hydrophobic
9540	hydrophilic
9540	hydrophilic
9541	hydrophobic
9542	hydrophobic
9542	hydrophobic
9542	hydrophobic
9542	hydrophobic
9542	hydrophobic
9542	hydrophobic
9559	hydrophobic
9569	hydrophobic
9570	hydrophobic
9576	hydrophilic
9577	hydrophobic
9578	hydrophobic
9595	hydrophobic
9611	hydrophobic
9639	hydrophobic
9653	hydrophobic
9659	hydrophobic
9663	hydrophobic
9687	hydrophobic
9704	hydrophobic
9706	hydrophobic
9733	hydrophobic
9734	hydrophobic
9734	hydrophobic
9734	hydrophobic
9735	hydrophobic
9741	hydrophilic
9752	hydrophilic
9752	hydrophobic
9757	hydrophobic
9759	hydrophobic
9767	hydrophobic
9770	hydrophobic
9784	hydrophobic
9785	hydrophobic
9794	hydrophobic
9801	hydrophobic
9815	hydrophobic
9815	hydrophobic
9815	hydrophobic
9817	hydrophobic
9823	hydrophobic
9823	hydrophobic
9826	hydrophobic
9830	hydrophobic
9834	hydrophilic
9843	hydrophobic
9846	hydrophobic
9846	hydrophobic
9863	hydrophobic
9871	hydrophobic
9885	hydrophobic
9927	hydrophobic
9933	hydrophobic
9940	hydrophobic
9940	hydrophobic
9940	hydrophobic
9940	hydrophobic
9953	hydrophobic
9955	hydrophobic
9956	hydrophobic
9978	hydrophobic
9987	hydrophobic
9994	hydrophobic
10013	hydrophobic
10015	hydrophobic
10049	hydrophobic
10059	hydrophobic
10059	hydrophobic
10073	hydrophobic
10123	hydrophobic
10139	hydrophobic
10169	hydrophobic
10197	hydrophobic
10201	hydrophobic
10230	hydrophobic
10232	hydrophobic
10256	hydrophobic
10298	hydrophobic
10299	hydrophilic
10300	hydrophobic
10307	hydrophobic
10307	hydrophobic
10307	hydrophobic
10307	hydrophobic
10307	hydrophobic
10307	hydrophobic
10311	hydrophilic
10312	hydrophilic
10314	hydrophobic
10317	hydrophobic
10317	hydrophobic
10317	hydrophobic
10317	hydrophobic
10317	hydrophobic
10319	hydrophobic
10325	hydrophobic
10326	hydrophobic
10330	hydrophobic
10331	hydrophobic
10333	hydrophobic
10335	hydrophobic
10346	hydrophobic
10352	hydrophobic
10369	hydrophobic
10376	hydrophobic
10380	hydrophobic
10390	hydrophilic
10395	hydrophobic
10396	hydrophobic
10398	hydrophobic
10406	hydrophilic
10407	hydrophobic
10407	hydrophobic
10407	hydrophobic
10407	hydrophobic
10407	hydrophilic
10407	hydrophobic
10408	hydrophobic
10413	hydrophobic
10423	hydrophilic
10427	hydrophobic
10430	hydrophilic
10434	hydrophilic
10439	hydrophobic
10439	hydrophobic
10439	hydrophobic
10446	hydrophobic
10449	hydrophobic
10451	hydrophobic
10454	hydrophobic
10456	hydrophobic
10457	hydrophobic
10458	hydrophobic
10459	hydrophilic
10460	hydrophobic
10468	hydrophobic
10468	hydrophobic
10475	hydrophobic
10481	hydrophobic
10482	hydrophobic
10483	hydrophobic
10484	hydrophobic
10486	hydrophobic
10487	hydrophobic
10491	hydrophobic
10497	hydrophobic
10513	hydrophobic
10514	hydrophobic
10518	hydrophobic
10519	hydrophobic
10525	hydrophobic
10526	hydrophobic
10527	hydrophobic
10538	hydrophobic
10540	hydrophobic
10542	hydrophobic
10549	hydrophobic
10550	hydrophilic
10552	hydrophobic
10554	hydrophilic
10562	hydrophobic
10564	hydrophobic
10565	hydrophobic
10566	hydrophobic
10572	hydrophilic
10578	hydrophobic
10578	hydrophobic
10584	hydrophobic
10587	hydrophobic
10590	hydrophobic
10591	hydrophobic
10594	hydrophobic
10612	hydrophobic
10614	hydrophobic
10615	hydrophobic
10616	hydrophobic
10617	hydrophobic
10620	hydrophobic
10626	hydrophobic
10629	hydrophobic
10632	hydrophilic
10640	hydrophobic
10656	hydrophobic
10671	hydrophobic
10686	hydrophilic
10716	hydrophobic
10725	hydrophobic
10730	hydrophobic
10743	hydrophobic
10743	hydrophobic
10743	hydrophobic
10758	hydrophobic
10766	hydrophobic
10772	hydrophobic
10795	hydrophobic
10810	hydrophobic
10815	hydrophobic
10840	hydrophobic
10856	hydrophobic
10863	hydrophobic
10875	hydrophobic
10896	hydrophilic
10921	hydrophobic
10921	hydrophobic
10935	hydrophilic
10939	hydrophobic
10940	hydrophobic
10943	hydrophobic
10943	hydrophobic
10943	hydrophobic
10947	hydrophobic
10952	hydrophobic
10962	hydrophobic
10974	hydrophobic
10982	hydrophobic
10983	hydrophobic
10998	hydrophilic
11001	hydrophobic
11009	hydrophilic
11031	hydrophobic
11034	hydrophobic
11036	hydrophobic
11041	hydrophobic
11043	hydrophobic
11055	hydrophobic
11120	hydrophobic
11141	hydrophobic
11159	hydrophobic
11159	hydrophobic
11160	hydrophobic
11167	hydrophobic
11173	hydrophobic
11174	hydrophobic
11185	hydrophobic
11260	hydrophobic
11275	hydrophobic
11276	hydrophobic
11276	hydrophobic
11282	hydrophobic
11282	hydrophobic
11320	hydrophobic
11325	hydrophobic
22802	hydrophobic
22821	hydrophobic
22827	hydrophobic
22827	hydrophobic
22843	hydrophobic
22858	hydrophobic
22861	hydrophobic
22899	hydrophobic
22905	hydrophobic
22913	hydrophobic
22914	hydrophobic
22915	hydrophobic
22918	hydrophobic
22919	hydrophobic
22920	hydrophobic
22928	hydrophilic
22932	hydrophobic
22933	hydrophobic
22938	hydrophobic
22941	hydrophobic
22944	hydrophobic
22953	hydrophobic
22954	hydrophobic
22986	hydrophobic
22992	hydrophobic
23002	hydrophobic
23014	hydrophobic
23017	hydrophilic
23019	hydrophilic
23049	hydrophobic
23049	hydrophobic
23057	hydrophobic
23062	hydrophobic
23087	hydrophobic
23090	hydrophobic
23107	hydrophobic
23126	hydrophobic
23136	hydrophobic
23161	hydrophobic
23162	hydrophobic
23163	hydrophobic
23189	hydrophobic
23194	hydrophobic
23197	hydrophobic
23209	hydrophilic
23230	hydrophobic
23291	hydrophobic
23321	hydrophobic
23335	hydrophobic
23336	hydrophobic
23365	hydrophobic
23370	hydrophobic
23405	hydrophobic
23409	hydrophobic
23410	hydrophobic
23411	hydrophobic
23413	hydrophobic
23414	hydrophobic
23415	hydrophobic
23418	hydrophobic
23420	hydrophobic
23435	hydrophobic
23452	hydrophobic
23456	hydrophilic
23464	hydrophobic
23467	hydrophobic
23467	hydrophobic
23473	hydrophobic
23474	hydrophobic
23475	hydrophilic
23476	hydrophobic
23476	hydrophobic
23480	hydrophilic
23495	hydrophobic
23498	hydrophobic
23519	hydrophobic
23520	hydrophobic
23523	hydrophobic
23531	hydrophilic
23532	hydrophilic
23536	hydrophobic
23541	hydrophobic
23542	hydrophobic
23544	hydrophobic
23546	hydrophilic
23547	hydrophobic
23548	hydrophobic
23549	hydrophobic
23553	hydrophobic
23554	hydrophilic
23556	hydrophilic
23559	hydrophobic
23560	hydrophobic
23564	hydrophilic
23566	hydrophilic
23567	hydrophobic
23568	hydrophobic
23569	hydrophobic
23576	hydrophobic
23581	hydrophobic
23582	hydrophobic
23585	hydrophilic
23586	hydrophobic
23590	hydrophobic
23591	hydrophobic
23604	hydrophobic
23620	hydrophilic
23621	hydrophobic
23630	hydrophobic
23632	hydrophobic
23635	hydrophobic
23636	hydrophobic
23641	hydrophobic
23650	hydrophobic
23650	hydrophobic
23660	hydrophobic
23729	hydrophilic
23741	hydrophobic
23746	hydrophobic
23759	hydrophobic
23764	hydrophobic
23767	hydrophobic
23768	hydrophobic
23769	hydrophobic
23770	hydrophobic
23774	hydrophobic
24140	hydrophobic
24146	hydrophilic
24147	hydrophobic
25788	hydrophobic
25789	hydrophobic
25797	hydrophobic
25801	hydrophobic
25802	hydrophobic
25804	hydrophobic
25806	hydrophobic
25823	hydrophilic
25830	hydrophobic
25885	hydrophobic
25932	hydrophobic
25936	hydrophobic
26019	hydrophobic
26025	hydrophobic
26060	hydrophobic
26088	hydrophobic
26167	hydrophobic
26190	hydrophobic
26205	hydrophobic
26206	hydrophobic
26207	hydrophobic
26223	hydrophilic
26224	hydrophobic
26225	hydrophobic
26225	hydrophobic
26226	hydrophobic
26228	hydrophobic
26229	hydrophobic
26231	hydrophobic
26232	hydrophobic
26233	hydrophobic
26234	hydrophobic
26239	hydrophobic
26249	hydrophobic
26251	hydrophilic
26256	hydrophobic
26258	hydrophobic
26260	hydrophobic
26261	hydrophobic
26263	hydrophilic
26268	hydrophobic
26269	hydrophobic
26271	hydrophobic
26272	hydrophobic
26273	hydrophobic
26276	hydrophobic
26289	hydrophobic
26298	hydrophobic
26469	hydrophobic
26502	hydrophobic
26502	hydrophobic
26509	hydrophobic
26512	hydrophobic
26517	hydrophobic
26523	hydrophobic
26525	hydrophilic
26526	hydrophilic
26529	hydrophilic
26574	hydrophobic
26608	hydrophobic
26608	hydrophilic
26609	hydrophobic
26748	hydrophobic
26749	hydrophobic
26872	hydrophilic
26984	hydrophilic
26998	hydrophobic
27004	hydrophobic
27005	hydrophobic
27012	hydrophilic
27019	hydrophobic
27020	hydrophobic
27021	hydrophobic
27022	hydrophobic
27035	hydrophilic
27035	hydrophilic
27063	hydrophobic
27067	hydrophobic
27072	hydrophobic
27075	hydrophilic
27087	hydrophobic
27089	hydrophobic
27091	hydrophilic
27092	hydrophobic
27097	hydrophobic
27101	hydrophobic
27102	hydrophobic
27128	hydrophobic
27131	hydrophobic
27132	hydrophobic
27136	hydrophobic
27156	hydrophilic
27161	hydrophobic
27165	hydrophobic
27179	hydrophobic
27189	hydrophobic
27239	hydrophobic
27241	hydrophobic
27252	hydrophobic
27253	hydrophobic
27255	hydrophobic
27284	hydrophobic
27285	hydrophobic
27288	hydrophobic
27296	hydrophobic
27299	hydrophobic
27301	hydrophobic
27303	hydrophobic
27306	hydrophobic
27316	hydrophobic
27328	hydrophobic
27329	hydrophobic
27332	hydrophobic
27338	hydrophobic
27344	hydrophobic
28316	hydrophobic
28955	hydrophilic
29106	hydrophobic
29108	hydrophobic
29109	hydrophobic
29110	hydrophobic
29116	hydrophobic
29118	hydrophobic
29121	hydrophobic
29777	hydrophobic
29781	hydrophobic
29796	hydrophobic
29802	hydrophobic
29882	hydrophobic
29883	hydrophobic
29883	hydrophobic
29906	hydrophobic
29916	hydrophobic
29919	hydrophobic
29922	hydrophobic
29925	hydrophilic
29926	hydrophobic
29927	hydrophilic
29929	hydrophilic
29930	hydrophobic
29934	hydrophobic
29940	hydrophobic
29942	hydrophobic
29944	hydrophobic
29945	hydrophobic
29946	hydrophobic
29947	hydrophobic
29949	hydrophobic
29952	hydrophobic
29957	hydrophilic
29958	hydrophobic
29960	hydrophobic
29967	hydrophobic
29968	hydrophilic
29974	hydrophobic
29978	hydrophobic
29984	hydrophobic
29995	hydrophobic
29997	hydrophobic
30009	hydrophobic
30817	hydrophilic
30820	hydrophobic
50604	hydrophobic
50615	hydrophobic
50616	hydrophilic
50618	hydrophobic
50649	hydrophobic
50804	hydrophobic
50854	hydrophobic
51088	hydrophobic
51090	hydrophilic
51121	hydrophobic
51175	hydrophobic
51280	hydrophobic
51280	hydrophobic
51309	hydrophobic
51343	hydrophobic
51368	hydrophobic
51374	hydrophobic
51384	hydrophobic
51447	hydrophobic
51449	hydrophobic
51479	hydrophobic
51490	hydrophobic
51523	hydrophobic
51566	hydrophobic
51566	hydrophobic
51566	hydrophobic
51585	hydrophobic
51606	hydrophobic
51699	hydrophobic
51742	hydrophobic
51751	hydrophobic
51807	hydrophobic
53615	hydrophobic
53616	hydrophobic
53832	hydrophobic
53904	hydrophobic
53940	hydrophobic
53942	hydrophobic
54145	hydrophobic
54361	hydrophobic
54433	hydrophobic
54457	hydrophobic
54458	hydrophobic
54460	hydrophobic
54517	hydrophobic
54540	hydrophobic
54658	hydrophilic
54825	hydrophobic
54856	hydrophobic
54877	hydrophobic
54879	hydrophobic
54879	hydrophobic
54879	hydrophobic
54879	hydrophobic
54910	hydrophobic
55027	hydrophobic
55065	hydrophilic
55137	hydrophobic
55160	hydrophobic
55176	hydrophilic
55206	hydrophobic
55209	hydrophobic
55252	hydrophobic
55320	hydrophobic
55350	hydrophobic
55425	hydrophobic
55506	hydrophobic
55607	hydrophobic
55632	hydrophobic
55666	hydrophobic
55681	hydrophobic
55689	hydrophobic
55690	hydrophobic
55691	hydrophobic
55698	hydrophobic
55701	hydrophobic
55714	hydrophobic
55720	hydrophobic
55727	hydrophobic
55758	hydrophobic
55766	hydrophobic
55766	hydrophobic
55777	hydrophobic
55779	hydrophobic
55785	hydrophobic
55793	hydrophobic
55800	hydrophobic
55801	hydrophobic
55805	hydrophobic
55806	hydrophobic
55816	hydrophobic
55816	hydrophobic
55844	hydrophobic
55851	hydrophilic
55852	hydrophobic
55968	hydrophobic
56062	hydrophobic
56062	hydrophobic
56097	hydrophobic
56098	hydrophobic
56114	hydrophobic
56121	hydrophobic
56122	hydrophobic
56123	hydrophobic
56124	hydrophobic
56125	hydrophobic
56129	hydrophobic
56130	hydrophobic
56134	hydrophobic
56135	hydrophobic
56136	hydrophobic
56137	hydrophilic
56138	hydrophobic
56139	hydrophilic
56139	hydrophobic
56140	hydrophobic
56141	hydrophilic
56142	hydrophobic
56142	hydrophobic
56143	hydrophobic
56144	hydrophobic
56145	hydrophobic
56146	hydrophobic
56146	hydrophobic
56147	hydrophobic
56147	hydrophobic
56163	hydrophobic
56164	hydrophobic
56172	hydrophilic
56340	hydrophobic
56647	hydrophobic
56647	hydrophobic
56900	hydrophilic
56924	hydrophobic
56985	hydrophobic
57110	hydrophilic
57335	hydrophobic
57626	hydrophobic
57718	hydrophobic
57787	hydrophobic
58473	hydrophobic
58511	hydrophobic
58524	hydrophobic
58529	hydrophobic
58531	hydrophobic
58985	hydrophobic
59067	hydrophobic
59283	hydrophobic
60493	hydrophobic
63892	hydrophilic
63893	hydrophobic
63901	hydrophobic
63930	hydrophobic
63943	hydrophobic
64083	hydrophobic
64240	hydrophilic
64328	hydrophobic
64332	hydrophobic
64375	hydrophobic
64412	hydrophobic
64518	hydrophobic
64651	hydrophobic
64699	hydrophobic
64699	hydrophobic
64699	hydrophilic
64746	hydrophobic
64773	hydrophobic
64816	hydrophobic
64816	hydrophobic
64983	hydrophobic
65005	hydrophobic
65082	hydrophobic
65217	hydrophobic
65268	hydrophobic
79152	hydrophobic
79415	hydrophobic
79541	hydrophilic
79675	hydrophobic
79705	hydrophobic
79822	hydrophobic
79925	hydrophobic
80039	hydrophilic
80086	hydrophobic
80095	hydrophobic
80155	hydrophobic
80206	hydrophobic
80208	hydrophobic
80213	hydrophilic
80256	hydrophobic
80301	hydrophilic
80310	hydrophobic
80737	hydrophobic
80758	hydrophobic
80863	hydrophobic
80864	hydrophobic
81027	hydrophobic
81037	hydrophilic
81488	hydrophobic
81542	hydrophobic
81572	hydrophobic
81578	hydrophobic
81579	hydrophobic
81623	hydrophilic
81847	hydrophobic
83540	hydrophobic
83541	hydrophobic
83548	hydrophobic
83593	hydrophobic
83597	hydrophobic
83608	hydrophobic
83650	hydrophilic
83659	hydrophobic
83660	hydrophobic
83661	hydrophilic
83732	hydrophobic
83755	hydrophilic
83844	hydrophobic
83853	hydrophobic
83864	hydrophilic
83869	hydrophobic
83876	hydrophobic
83877	hydrophilic
83877	hydrophilic
83884	hydrophilic
83895	hydrophilic
83896	hydrophilic
83897	hydrophilic
83899	hydrophilic
83900	hydrophilic
83901	hydrophilic
83902	hydrophilic
83989	hydrophobic
84077	hydrophobic
84209	hydrophilic
84271	hydrophilic
84333	hydrophobic
84419	hydrophobic
84548	hydrophilic
84645	hydrophobic
84665	hydrophobic
84668	hydrophobic
84673	hydrophobic
84690	hydrophobic
84790	hydrophobic
84936	hydrophobic
85235	hydrophobic
85236	hydrophobic
85282	hydrophilic
85283	hydrophobic
85285	hydrophilic
85363	hydrophobic
85363	hydrophobic
85509	hydrophobic
89122	hydrophobic
89822	hydrophilic
90226	hydrophilic
90293	hydrophobic
90411	hydrophobic
90423	hydrophobic
91151	hydrophobic
92667	hydrophobic
93973	hydrophobic
93986	hydrophobic
94025	hydrophobic
94104	hydrophobic
94239	hydrophobic
103910	hydrophobic
114088	hydrophobic
114876	hydrophobic
114907	hydrophobic
116138	hydrophobic
116379	hydrophobic
116984	hydrophobic
116985	hydrophobic
117286	hydrophobic
117581	hydrophobic
117854	hydrophobic
118460	hydrophobic
128821	hydrophobic
128864	hydrophobic
140446	hydrophobic
140465	hydrophobic
147700	hydrophobic
150372	hydrophobic
155038	hydrophobic
164592	hydrophobic
200316	hydrophobic
221184	hydrophobic
246243	hydrophobic
260425	hydrophobic
286749	hydrophobic
